전시회명,개최기간,개최국,개최도시,개최장소(베뉴),축제URL,축제소개
Salon du BON,06. - 08. November 2026,France,Paris,Grande Halle de la Villette,salondubon.com/billetterie,"The ""Salon du BON"" is a public fair dedicated to the world of gastronomy, wine, and culinary delights. The name ""Salon du BON"" reflects the fair's aim to emphasize the outstanding aspects of gastronomy – ""BON"" meaning ""good"" or ""high quality"". It takes place annually at the Grande Halle de la Villette in Paris, a location known for its cultural diversity and significance in the French capital. The Salon du BON is organized by JPC EVENTS in cooperation with renowned chef Thierry Marx and Bon Magazine, also initiated by Marx. The fair's objective is to bring haute cuisine closer to a wide audience. It serves as a platform for esteemed chefs, local producers, and culinary artisans to present their products and services. The main themes of the fair include the art of table setting, quality products, culinary expertise, gastronomic experiments, the art of beverages, and equipment. The fair has a strong connection to the city of Paris, considered one of the world's gastronomic capitals. It offers visitors the opportunity to participate in high-quality tastings, attend entertaining workshops, and meet experts from the culinary world. The exhibitors come from various industries, including gastronomy, viticulture, and culinary crafts. The Salon du BON attracts a broad spectrum of visitors, from experienced gourmets to newcomers in the world of gastronomy. In conclusion, the Grande Halle de la Villette in Paris is not only easily accessible but also possesses a rich history and impressive architecture, which contribute to the overall experience of the fairgoers. Therefore, the Salon du BON is a must-visit for anyone looking to explore the diverse and exquisite world of gastronomy."
WineDüsseldorf (Autumn),07. - 08. November 2026,Germany,Düsseldorf,Hotel Kö59,www.webermesse.de/messe/wein-duesseldorf,"WeinDüsseldorf (Autumn) is an exclusive wine fair of national and international renown, held annually in the elegant setting of the five-star Hotel Kö59 in the heart of Düsseldorf. The name of the event not only reflects its location, but also stands for an exceptional experience centered around wine culture, vintage presentations, and the joy of fine taste. For one weekend, the Rhine metropolis becomes a hub for the global wine community. The fair is organized by weberMESSE GmbH, based in Bonn, a company widely recognized across Germany for hosting high-quality wine events. With many years of experience, it presents WeinDüsseldorf as part of a nationwide series of premium wine fairs in major cities. At the heart of the autumn edition are the newly bottled wines of the current vintage—particularly the red Pinot varieties, which are ideally suited to the cooler season and traditional roast dishes. More than 900 wines from domestic and international producers can be sampled, and purchased or ordered directly from the winemakers. This offering appeals not only to trade professionals and fine dining establishments but also to discerning wine enthusiasts and connoisseurs. A hallmark of the event is its personal presentation: winemakers are present to introduce their wines, share insights into their origins and production methods, and foster a direct, authentic connection between producer and visitor. The fair offers a comprehensive overview of the diverse world of wine regions. Renowned German growing areas such as Mosel, Saar, Ahr, Nahe, Rheingau, Franconia, Palatinate, Baden, and Württemberg are represented alongside top international regions from Europe and beyond—including France, Italy, Spain, Portugal, Austria, Greece, California, South Africa, Chile, Argentina, Australia, New Zealand, and Turkey. Independent winemakers, established family estates, experienced cooperatives, and innovative importers meet an audience that values quality, craftsmanship, and variety. To support orientation and follow-up, all visitors receive a detailed exhibition catalogue featuring information about exhibitors, wines, and expert recommendations. As part of a nationwide event series, WeinDüsseldorf (Autumn) brings the world of wine to North Rhine-Westphalia, reinforcing Düsseldorf’s position as a wine capital with international appeal. Hotel Kö59 on the famous Königsallee provides not only an elegant setting, but—thanks to its central location and excellent transport connections—is also easily accessible for out-of-town guests, whether arriving by train, car, or plane. For anyone wishing to experience wine with all their senses, this is the perfect place to do so."
WEIN & more Neukeferloh,07. - 08. November 2026,Germany,Grasbrunn,Bürgerhaus Neukeferloh,www.wein-erlebnis-messe.de/weinmesse-neukeferloh,"Wein & More is much more than a traditional trade fair – it’s a delightful experience that takes place twice a year in the stylish setting of the Bürgerhaus Neukeferloh, located in the district of the same name within the municipality of Grassbrunn near Munich. As both a trade and public event, it caters equally to industry professionals – including sommeliers, restaurateurs, winemakers, and merchants – as well as to wine enthusiasts and food lovers from the region and beyond. Organized by Ingo Raibold, Wein & More serves as a platform for high-quality indulgence, personal exchange, and professional inspiration. Over the course of two days, the Bürgerhaus Neukeferloh transforms into a hub of culinary discovery: national and international exhibitors showcase their latest wine creations, premium spirits, fine cheeses and chocolates, gourmet foods, and other delicacies. At the heart of the event are quality, authenticity, and direct interaction between producers and visitors – a hallmark that gives the fair its unique character. The concept centers on creating a rich experience with added value. In addition to traditional tastings, visitors can enjoy a thoughtfully curated supporting program featuring workshops, seminars, expert talks, and culinary shows. Specialists from the wine and gourmet industries share up-to-date knowledge on topics such as wine storage, sensory analysis, and food pairing, offer insights into current trends, and are available for personal discussions. This combination of information, inspiration, and sensory enjoyment makes Wein & More a key event for anyone with a professional or personal interest in wine and fine food. Thanks to its biannual schedule, visitors have regular access to seasonal highlights and the latest innovations in the industry. The Bürgerhaus Neukeferloh provides the ideal setting for this – modern, spacious facilities with high-quality furnishings and a pleasant atmosphere that perfectly reflects the event’s emphasis on style and indulgence. Wein & More is not just a showcase for premium products – it’s a social event that brings together people who appreciate quality and taste, while offering direct connections to the creators behind the brands."
SAVOIR-VIVRE,07. - 08. November 2026,Germany,Berlin,Schloss Charlottenburg,savoirvivre.de/weinmesse-berlin-herbst-26,"The ""SAVOIR-VIVRE"" Wine Fair, a biannual event, is a true celebration for wine enthusiasts and gourmets alike. Hosted by go! Press Office and Publishing Ltd., especially known for the gourmet and travel magazine SAVOIR VIVRE, this fair is one of the most anticipated events in the German wine scene. This event is held twice a year, spanning a weekend each in spring and autumn, taking place in the historic and exceptional premises of the Great Orangery of Charlottenburg Palace in Berlin. This magnificent location is not just a piece of living history; with its elegant ambiance, it also provides the perfect backdrop for an event dedicated to pleasure. The ""SAVOIR-VIVRE"" Wine Fair gathers a multitude of exhibitors, including renowned vineyards, winegrower cooperatives, and importers. They come not only from various regions of Germany but also travel from abroad to present their latest and greatest wines. Visitors have the unique opportunity to taste a variety of wines and learn directly from the winemakers what makes their products special. Additionally, wine lovers can order their favorites on the spot, expanding their personal collections. A distinctive feature of this fair is the combination of wine tasting with cultural experiences. Visitors can not only sample exquisite wines but also have the opportunity to tour the famous Charlottenburg Palace. With its impressive architecture and artful gardens, the palace invites guests for an unforgettable weekend stroll. The palace park, an attraction in its own right, offers a wonderful opportunity to round off the wine tasting with a walk in picturesque surroundings. The ease of accessibility to the venue via public transport ensures a stress-free arrival. For those arriving by car, there are parking facilities nearby. Overall, the ""SAVOIR-VIVRE"" Wine Fair is more than just a wine tasting. It's a celebration of fine taste, a platform for exchange between wine aficionados and professionals, and a wonderful opportunity to experience the blend of culture, history, and pleasure."
JAPAN'S FOOD EXPORT FAIR,11. - 13. November 2026,Japan,Chiba,Makuhari Messe,www.jfex.jp/jpfood/en-gb.html,"The "" JAPAN'S FOOD EXPORT FAIR"" (JFEF) is an annual trade fair for importers, wholesalers and buyers of Japanese food and beverages and held at Makuhari Messe in Chiba, near Tokyo. It serves as a central hub for the export of Japanese food and beverages. The event is organized by RX Japan Ltd., a leader in the organization of international large-scale events. The fair's goal is to bridge Japanese exporters and global markets. The fair's offerings include a wide range of products: fresh agricultural produce, seafood, meat products, processed foods, and Japanese tea varieties such as green tea, Matcha, Sencha, and Genmaicha. Additionally, Japanese beverages like sake and beer, non-alcoholic options, confectioneries, snacks, health-oriented foods, sustainable and allergen-free products, as well as traditional spices and sauces are highlighted. The fair also showcases the latest trends in kitchen appliances and tableware. In addition to product presentations, the JFEF provides comprehensive services in logistics and transportation, facilitating international trade. It attracts numerous visitors, including foreign importers, traders, international trade associations, government institutions, and media representatives. Primary visitors also include buyers from retail, department stores, hotels, restaurants, and the food processing industry. A distinctive feature of the fair is its highlights, such as tastings, sushi-making workshops, and business matchmaking activities. These offerings enrich the fair with a vibrant experience that not only promotes business exchange but also provides deep cultural insights and strengthens the relationship between Japanese culture and global markets. The JFEF is part of a series of fairs and is held in one of Japan's leading exhibition halls. Its modern infrastructure and accessibility, combined with its proximity to Tokyo, provide an attractive incentive for international visitors who seek not only business opportunities but also cultural enrichment. In summary, the JAPAN'S FOOD EXPORT FAIR is an essential platform for stakeholders in the international food trade to explore the diversity and quality of Japanese products and to establish direct contacts with leading manufacturers and exporters."
JAPAN'S FOOD EXPORT FAIR,11. - 13. November 2026,Japan,Tokyo,Tokyo Big Sight,www.jpfood.jp,"The ""JAPAN'S FOOD EXPORT FAIR"" (JFEF) is an annual trade fair for importers, wholesalers and buyers of Japanese food and beverages, held at the Tokyo Big Sight in Tokyo. It has established itself as a central hub for exporting Japanese food and beverages. The event is organized by RX Japan Ltd., a leader in organizing large international events, with the aim of connecting Japanese exporters to global markets. The fair offers a wide range of products including fresh agricultural produce, seafood, meat products, processed foods, and a variety of Japanese teas such as green tea, matcha, sencha, and genmaicha. Additionally, Japanese beverages like sake and beer, non-alcoholic alternatives, confections, snacks, and health-oriented foods are presented. Sustainable and allergen-free products, as well as traditional spices and sauces, are also highlighted. The fair additionally showcases the latest trends in kitchen appliances and tableware. Besides product presentations, the JFEF provides comprehensive logistics and transportation services to facilitate international trade. It attracts a diverse group of visitors including foreign importers, traders, international trade associations, government institutions, and media representatives. The main attendees include buyers from retail, department stores, hotels, restaurants, and the food processing industry. A distinctive feature of the fair are its highlights such as tastings, sushi-making workshops, and business matchmaking activities, which not only promote business exchange but also offer deep cultural insights and strengthen the relationship between Japanese culture and global markets. The JFEF is part of a series of fairs and takes place in one of Japan's leading exhibition halls. Thanks to its modern infrastructure and convenient location in the heart of Tokyo, Tokyo Big Sight offers an attractive incentive for international visitors seeking not only business opportunities but also cultural enrichment. In summary, the JAPAN'S FOOD EXPORT FAIR at Tokyo Big Sight serves as an essential platform for stakeholders in international food trade to explore the diversity and quality of Japanese products and to establish direct contacts with leading manufacturers and exporters."
FoodExpo Kazakhstan,11. - 13. November 2026,Kazakhstan,Almaty,Atakent International Exhibition Centre,foodexpo.kz,"The FoodExpo Kazakhstan, formerly also known as Worldfood Kazakhstan, is a prominent trade fair in the Asian region, contributing since its inception in 1998 to the presentation of trends, products, and technologies in food production and marketing on an international platform. The expo, taking place annually at the Atakent International Exhibition Centre in Almaty, has established itself as an effective platform for introducing new products and networking with industry experts from the global food industry. The fair is organized by Iteca Almaty, an experienced organizer, which has shaped the FoodExpo into a crucial platform for companies from all over the world to present their products and services to a wide audience. With main themes extending across food and beverages, ingredients, food technology, baked goods, packaging, and agriculture, the expo offers a comprehensive range that spans from food to production and packaging equipment, through to agricultural topics and discussions. The AgriFood Forum is a special highlight of the FoodExpo, addressing issues such as animal husbandry, feed production, and efficient gardening. Here, professionals from various sectors have the opportunity to exchange ideas, expand networks, and discuss current challenges and innovations in the industry. In addition to the forum, the FoodExpo also hosts the competition and award ""The Best Product of FoodExpo Qazaqstan,"" which serves as a prestigious event within the fair and honors innovative products. Exhibitors from various industries such as food production, retail and wholesale, catering, and packaging present their products and services at the fair. Visitors, primarily from manufacturing, trade, catering, and distribution sectors, can discover a variety of products and technologies, which include food, beverages, equipment, additives, packaging, transport solutions, and numerous other subject areas. The fair not only strengthens the relationship between national and international players in the food industry but also offers an excellent opportunity to showcase the diversity and quality of the Kazakh food sector. Almaty, being one of the largest cities in Kazakhstan and a significant economic center, provides an optimally accessible location for national and international guests with the Atakent International Exhibition Centre. This exhibition center is not only a hub for international business activities but also symbolizes Kazakhstan's openness towards global markets and trends. It is easily accessible by both public transport and car and offers comprehensive facilities and services for exhibitors and visitors alike. Thus, the FoodExpo Kazakhstan forms a comprehensive, culturally, and economically significant event, promoting the exchange and presentation of innovations in the food industry and acting as a bridge between local and international market participants."
JFEX JAPAN INT’L FOOD & BEVERAGE EXPO,11. - 13. November 2026,Japan,Tokyo,Tokyo Big Sight,www.jfex.jp/hub/en-gb.html,"The ""JFEX Summer JAPAN INT'L FOOD & BEVERAGE EXPO"", an international fair in Tokyo, is dedicated to showcasing food and beverages from around the world. ""JFEX"", short for ""Japan Food Expo"", reflects the event's focus on the food industry. This trade fair takes place twice a year at Tokyo Big Sight, one of Japan's leading exhibition centers. It is organized by RX Japan Ltd., a company known for its extensive experience and expertise in organizing international exhibitions. JFEX is divided into four main areas: JFEX FOOD, focusing on frozen foods, ready-to-eat meals, agricultural and seafood products, confectionery, and spices; JFEX WINE and SPIRITS, presenting alcoholic beverages such as wine, beer, whisky, liqueurs, sake, and shochu; JFEX MEAT and DAIRY, specializing in meat and dairy products; and JFEX PREMIUM, showcasing luxury food items, confectionery, agricultural products, and both alcoholic and non-alcoholic beverages. The fair offers an excellent platform for exploring the diversity and innovations of the global food and beverage industry, particularly from Japan. It provides insights into current trends and serves as a meeting point for business contacts and networking. Exhibitors range from food and beverage manufacturers to agricultural companies and providers of packaging and processing technologies. The main visitors include professionals from the food industry, retailers and wholesalers, importers, exporters, and restaurateurs. JFEX is not only a central meeting point for professionals but also reflects the local culture and gastronomy. Tokyo, the venue, is known for its culinary diversity and its role as a trade and industrial center. As part of a global series of fairs representing the food and beverage industry, JFEX plays a significant role in the sector. Tokyo Big Sight in Tokyo stands out for its strategically advantageous location and excellent accessibility. It is an ideal place for international exhibitions and boasts an excellent infrastructure that is easily accessible by both public transport and car, facilitating participation for international visitors and exhibitors."
Aux Vignobles!,13. - 15. November 2026,France,Le Mans,Centre des Expositions,www.auxvignobles.fr,"Once a year, ""Aux Vignobles!"" invites visitors on a delightful journey through the rich wine and culinary traditions of France. This combined trade and public fair, with a clear focus on wine, gastronomy, and terroir, takes place at the Centre des Expositions in Le Mans. The name – roughly translated as “To the Vineyards!” – symbolizes the experience that awaits: direct encounters with winemakers, authentic regional products, and a deep dive into French culture of taste and craftsmanship. Organized by GL Events Exhibitions Opérations, based in Brest, the event is part of a series of similar fairs curated across northwestern France by this experienced exhibition organizer. Le Mans – widely known for its motorsport heritage – also benefits from its proximity to renowned wine regions such as the Loire Valley. Each autumn, it becomes a unique gathering place where local residents, wine enthusiasts, tourists, and professionals from the hospitality, gastronomy, and retail sectors come together to discover, taste, and purchase regional quality products directly from the producers. At the heart of the fair is French wine in all its diversity: from classic appellations and rare grape varieties to sustainable viticulture, current trends in oenology, and offers from the wine tourism sector. Many exhibitors also present travel experiences linked to their wineries – ranging from on-site tastings to overnight stays among the vines. A standout feature of the fair is the ""Parcours BIO"" – a dedicated route through the exhibition hall spotlighting organic wines and sustainably certified products, including those carrying the HVE (Haute Valeur Environnementale) environmental label. This focus underlines the event’s strong commitment to transparency, sustainability, and regional identity. The exhibition is further enriched by free tasting workshops, where experts share their knowledge of aromas, growing regions, and terroirs, allowing visitors to deepen their understanding of wine. In addition to wine, Aux Vignobles! features a curated selection of fine delicacies – including cheese, cured meats, chocolate, honey, tea, and more. Most exhibitors come from the fields of viticulture, agriculture, gourmet food production, and tourism. More than just a sales exhibition, ""Aux Vignobles!"" serves as a vibrant showcase of French culinary culture – a space for direct exchange between producers and the public, and a stage for quality, authenticity, and emotion. The venue – the modern Centre des Expositions Le Mans – is located just a few kilometers from the city center and is easily accessible by car or public transport. Thanks to its strong connection to the French rail network, the fair is also convenient for regional and national visitors. Anyone wishing to experience French wine culture in all its richness will find at ""Aux Vignobles!"" in Le Mans a unique and valuable opportunity to taste the best of France’s regions – where people and pleasure come together."
WeinMünchen (Winter),14. - 15. November 2026,Germany,Munich,Praterinsel,www.webermesse.de/messe/wein-muenchen-winter,"WeinMünchen (Winter) is a characterful and pleasure-oriented wine fair held every November on Munich’s historic Praterinsel. In addition to the winter edition, further events take place in the Bavarian capital during spring and autumn, establishing the fair as a firm fixture in both the regional and national wine scene. What sets WeinMünchen (Winter) apart is its clear thematic focus and welcoming, personal atmosphere. Each year, the Praterinsel transforms into a meeting point for wine lovers, industry professionals and connoisseurs eager to explore new vintages and current releases. Special attention is given to Pinot Noir, whose depth of flavor makes it an ideal match for the start of the roast season. Alongside premium German wines from renowned regions such as the Mosel, Ahr, Rheingau and Baden, the fair also offers a diverse international selection, including wines from Italy, Spain, France, Austria, South Africa, Chile and Australia. Visitors can taste wines on-site and purchase or order them directly from winemakers, family-run estates, cooperatives or established importers. Personal interaction is central to the experience: many exhibitors are present in person, ready to answer questions and share insights into their work and philosophy. An engaging supporting program enhances the overall fair experience. In guided tastings and presentations, producers share their in-depth knowledge, explain vintage variations, and demonstrate how terroir, winemaking methods and grape varieties shape a wine’s character. The fair attracts a diverse audience: private customers, wine retailers, restaurateurs, sommeliers and wine enthusiasts of all experience levels come together to discover new trends, make valuable connections and find fresh inspiration. The event is designed for both professional buyers and curious wine lovers in search of something special. As part of a nationwide series of wine events, WeinMünchen (Winter) stands out for its seasonal focus, personal charm and high-quality exhibitor lineup. Its location on the Praterinsel offers a unique venue in the heart of Munich – centrally situated, easily accessible by public transport, and blending the flair of an exclusive wine event with the spirit of urban culture."
Bellavita,18. - 19. November 2026,United Kingdom of Great Britain and Northern Ireland,London,ExCeL London,www.bellavita.com/en/expo/london,"Bellavita Expo London is the leading trade show in the United Kingdom dedicated entirely to high-quality Italian food and beverage culture. Once a year, the prestigious ExCeL London opens its doors to this key industry event, organized by Bellavita Expo Ltd. – a company committed to promoting Italian culinary excellence on a global scale. Exclusively aimed at trade professionals, the expo brings together decision-makers from the hospitality, retail, and wholesale sectors with carefully selected Italian producers and exporters. The focus lies on authentic “Made in Italy” products, complemented by Mediterranean specialties from countries such as Spain, Greece, and Croatia. The product range includes fine wines and spirits, traditional cheeses and cured meats, fresh seafood, artisanal pasta, innovative convenience foods, premium ingredients for the foodservice sector, and cutting-edge kitchen technology. More than just a product showcase, Bellavita Expo also serves as a dynamic platform for knowledge exchange, networking, and trend discovery. Through masterclasses, expert-led seminars, and panel discussions, attendees gain insights into the latest developments in the food and hospitality industries. Live tastings, product competitions, and award ceremonies create interactive experiences and give companies the opportunity to demonstrate their innovation and quality. Classic Italian dishes such as pizza and pasta take center stage, alongside modern culinary concepts and technologies. As part of a global event series, Bellavita Expo is held annually in other major cities. This international reach highlights its role as a strategic platform for producers looking to enter new markets – particularly in the dynamic and highly competitive UK market. The venue, ExCeL London, is a state-of-the-art exhibition centre located in the heart of the British capital, with excellent public transport links via the DLR and Elizabeth Line, and close proximity to London City Airport. As a vibrant global city, London offers the perfect setting to present the diversity and quality of Italian and Mediterranean food culture to a discerning professional audience from across the UK and beyond. Bellavita Expo London is therefore more than just a trade fair – it is an immersive experience that brings together taste, innovation, and business opportunities in a truly unique way."
Salon Du Chocolat,19. - 22. November 2026,Canada,Toronto,Toronto Congress Center,torontosalonduchocolat.com,"Salon du Chocolat in Toronto is Canada’s leading exhibition dedicated to chocolate, cocoa, pâtisserie and confectionery. Bringing together indulgence, craftsmanship, innovation and international industry expertise under one roof, it offers far more than a traditional chocolate show. As part of the globally renowned Salon du Chocolat series, the event serves as an international platform for the entire cocoa and chocolate value chain, from cocoa-growing regions and bean production to the latest creations of leading chocolatiers, pastry chefs and dessert specialists. The event takes place at the Toronto Congress Centre, one of Canada’s largest and most modern exhibition and convention venues. It is organised by Comexposium, a France-based organiser and one of the world’s leading exhibition groups. Comexposium delivers numerous international trade and consumer events across a wide range of industries and is particularly recognised for its high-quality B2B and consumer exhibitions. At the heart of Salon du Chocolat Toronto are premium chocolates, high-quality cocoa products, bean-to-bar concepts, artisanal production methods, and the increasingly important topics of cocoa origin and sustainability. More than 120 exhibitors showcase chocolate specialities, pralines, cocoa products, desserts, baked goods, ice cream and confectionery creations, as well as innovative ingredients and technologies for the chocolate and pastry sectors. The exhibition is further complemented by services relating to production, packaging, distribution, foodservice, training and business consultancy. The event plays an important role within Canada and particularly within the Greater Toronto area. As the country’s largest city and a major international business and cultural hub, Toronto provides an ideal setting for dialogue between North American and global market participants. The exhibition brings together producers from leading cocoa-growing countries with Canadian and international chocolate manufacturers, distributors, buyers and retailers, helping to strengthen global industry connections. One of the event’s best-known attractions is the spectacular Chocolate Fashion Show, the signature feature of the Salon du Chocolat brand. Designers and chocolatiers collaborate to create extraordinary fashion pieces made wholly or partly from chocolate. The programme also includes tastings, live demonstrations by renowned pastry chefs and chocolatiers, interactive workshops, expert presentations and immersive experiences exploring cocoa and chocolate production. Visitors also gain exclusive insights into the latest trends shaping the international worlds of desserts and chocolate artistry. Exhibitors primarily represent the chocolate manufacturing, cocoa production, pâtisserie, confectionery, bakery, confectionery manufacturing, hospitality, food processing, packaging technology and retail sectors. Participants range from global brands and specialist artisan producers to bean-to-bar makers, suppliers and innovative start-ups. The visitor profile is equally diverse. Alongside chocolate enthusiasts and consumers, the exhibition attracts professionals from pâtisserie, confectionery, hospitality, hotel management, retail, import and export, food manufacturing, wholesale distribution, procurement and product development. This successful combination of consumer appeal and professional networking makes the event both a public exhibition and a valuable industry platform. Salon du Chocolat Toronto forms part of an international exhibition series staged in major cities around the world. In addition to Toronto, editions are held in destinations including Paris, New York, London, Brussels, Dubai and Tokyo. As a result, the event benefits from the strength of a globally recognised brand and an extensive network within the international chocolate and cocoa industry. With its unique blend of indulgence, expertise, innovation and entertainment, Salon du Chocolat Toronto ranks among the most important events in the North American chocolate and pastry sectors. The Toronto Congress Centre provides an outstanding venue, offering modern infrastructure, expansive exhibition space and a convenient location close to Toronto Pearson International Airport. Excellent road links, public transport connections and international air access ensure that the venue is easily accessible for both domestic and international visitors."
Food und Feines,19. - 22. November 2026,Germany,Stuttgart,Messe Stuttgart,www.messe-stuttgart.de/food-feines,"Since its inception in 2024, the “ Food und Feines ” trade fair has stood for culinary discovery and a refined culture of enjoyment – authentic, regionally rooted, and globally open-minded. Each year, Messe Stuttgart welcomes a discerning audience passionate about new taste experiences, creative cuisine, and sustainable nutrition. Organized by Landesmesse Stuttgart GmbH, the event offers a carefully curated platform for producers, culinary professionals, and conscious consumers alike, shaped by a strong sense for quality and innovation. The Food und Feines presents itself as a showcase of culinary diversity. While the spotlight is on regional specialties from Baden-Württemberg – including beloved classics like Maultaschen, cheese, and artisan sausages – the fair also opens the door to international delicacies. Visitors can explore the culinary riches of the Levant, the Mediterranean, Asia, and South America, bringing global food traditions to life. Complementing this selection are fine coffee and confectionery specialties rarely found outside gourmet roasteries or international markets – from frozen yogurt to premium chocolate from Dubai. Beverages are given equal attention. A thoughtfully selected range of wines, beers, spirits, and non-alcoholic creations invites exploration. The focus is on craft and authenticity, with offerings such as small-batch beers, naturally brewed lemonades, regional brandies, and international whiskies. A stylishly designed area is dedicated to tobacco and cigar culture, featuring curated accessories and expert advice. The overall experience is further enhanced by high-quality lifestyle products for the modern home, including elegant tableware, kitchen tools, and culinary literature that inspire stylish enjoyment at home. The fair places a strong emphasis on sustainability, slow food, and mindful consumption. Expert panels and discussion formats highlight pressing topics such as regional value creation, fair production, and resource-conscious nutrition. A particular highlight are the live cooking shows with renowned chefs who share insights into global food trends – from Asian street food and African spice culture to traditional bread baking and BBQ. These sessions offer not only culinary inspiration, but also fresh perspectives on food and enjoyment. Exhibitors represent sectors such as artisanal food production, gastronomy, beverage manufacturing, fine food retail, kitchen equipment, and lifestyle. The event is tailored to gourmets, food lovers, industry professionals from retail, hospitality, and gastronomy, as well as trend-conscious home cooks. In this way, “Food und Feines” builds a unique bridge between craftsmanship, culinary culture, and responsible food practices – true to the spirit of the Stuttgart region, known for its rich and forward-thinking culinary landscape. Modern Messe Stuttgart, located directly at the airport and perfectly connected to the transport network, provides the ideal setting. Bright, spacious halls, well-designed lounge areas, and short walking distances ensure a pleasant visitor experience. For those who value enjoyment grounded in quality, diversity, and integrity, “Food und Feines” is a true culinary highlight in the southern German trade fair calendar."
Aux Vignobles!,20. - 22. November 2026,France,Limoges,Parc des expositions de Limoges,www.auxvignobles.fr,"Aux Vignobles! in Limoges is far more than a traditional wine fair. It is an invitation to gourmets, food lovers, industry professionals, and wine enthusiasts to discover the rich culinary heritage of France in all its diversity. This long-standing event takes place every autumn at the Parc des Expositions de Limoges and is part of an established series of exhibitions held in several cities across northwestern France. The organizer, GL Events Exhibitions Opérations, based in Brest, is a seasoned player in the French trade fair industry, renowned for regionally rooted, quality-focused event formats. The name Aux Vignobles! captures the essence of the event: wine and spirits take center stage—premium products, often organically produced, that embody France’s savoir-faire when it comes to indulgence and taste. Yet, the fair goes far beyond the presentation of fine wines. It celebrates artisanal craftsmanship, regional gastronomy, and the direct connection between producers and visitors. Whether it’s chocolate, cheese, cured meats, tea, or wines with protected designation of origin, the offerings are not only wide-ranging but also highly specialized. Many products are certified organic or carry the HVE (Haute Valeur Environnementale) label, indicating environmentally sustainable production. A particular highlight is the dedicated organic producers’ trail, offering visitors clear guidance and an in-depth experience of sustainable gourmet culture. The event is further enriched by the growing segment of wine tourism: wineries that double as tourist destinations showcase their experiences—from wine seminars and tastings to overnight stays at vineyard estates. The fair serves as a platform not only for regional producers in agriculture, artisanal food production, and beverages, but also specifically targets trade visitors from retail, gastronomy, and tourism. At the same time, private visitors benefit from direct sales, expert advice, exclusive discoveries, and fair prices—making for an experience that is both informative and pleasurable. Aux Vignobles! is therefore more than just a trade fair—it is a sensory journey through the French terroir, and a strong statement in favor of quality, regional identity, and personal connection between producers and consumers in an increasingly standardized world. The venue, the modern Parc des Expositions in Limoges, offers excellent transport links. Whether arriving by car, train, or public transit, the centrally located site in the charming city of Limoges—nestled in the heart of France—makes for an easy journey and invites visitors to enjoy a cultural and culinary stay in a region famed for its craftsmanship and distinctive way of life."
Aux Vignobles!,20. - 22. November 2026,France,Angers,Parc des Expositions,www.auxvignobles.fr,"Aux Vignobles! in Angers is much more than a traditional consumer fair – it’s a sensory experience for wine lovers, food enthusiasts, and anyone looking to enjoy French hospitality in its most authentic form. The name of the event – which translates to “To the Vineyards!” – says it all: visitors are invited on a flavorful journey through the diverse wine regions of France – without ever having to leave Angers. Held annually and organized by GL Events Exhibitions Opérations, based in Brest, the fair brings together winemakers, producers, and artisanal food specialists from across the French culinary landscape. Every autumn, it transforms the Parc des Expositions in Angers into a vibrant hub of culinary discovery. A visit to Aux Vignobles! is especially rewarding for those in search of authenticity. Products can be purchased directly from the producers – with personal advice, expert knowledge, and the chance to experience the quality and flavor firsthand. Regional diversity takes center stage, with numerous appellations from across France – from Bordeaux to Alsace, from the Loire to the Rhône Valley – showcasing what makes the French terroir so exceptional. Within just a few hours, visitors can embark on a genuine culinary journey through the country. A standout feature is the organic trail ( Bio-Parcours ), which highlights producers committed to ecological and sustainable farming and production methods. Certifications such as HVE (Haute Valeur Environnementale) clearly indicate which producers follow particularly eco-conscious practices. This focus on sustainability is seamlessly integrated into a holistic wine experience: tastings, samplings, and guided tours offer deeper insights into the art of oenology. But it’s not just about fine wines – the culinary offerings are rounded out with gourmet specialties such as cheese, charcuterie, chocolate, and artisan-crafted delicacies. Exhibitors represent a wide range of sectors including food production, viticulture, and gastronomy. The audience includes both trade professionals – from retail, hospitality, and food service – and private visitors with a passion for good taste. Aux Vignobles! is part of a series of events held in several cities across northwestern France. In Angers, the fair opens its doors once a year in the autumn – the perfect time to explore new vintages and prepare for the culinary delights of the colder season. Thanks to its convenient location and modern infrastructure, the Parc des Expositions in Angers is easily accessible – whether by car via the A11 or by public transport from Angers-Saint-Laud railway station. The city of Angers itself, located in the heart of the Loire Valley, is a historic center of culture and wine – offering the ideal backdrop for a fair that uniquely blends wine, gastronomy, and the French art de vivre ."
