전시회명,개최기간,개최국,개최도시,개최장소(베뉴),축제URL,축제소개
TERRAVINI,24. - 25. October 2026,France,Nice,Palais Nikaia,www.salons-terravini.fr,"TERRAVINI is an annual celebration of culinary delight held in the heart of the Côte d’Azur, specifically at the Palais Nikaia in Nice. Dedicated to the finest products from land and sea, the event brings together food lovers, producers, and industry professionals in a distinctive and inviting atmosphere. The name TERRAVINI is derived from the Latin words terra (earth) and vini (wine), reflecting the core mission of the event: to honor regional culinary treasures born of soil, water, and vine. Organized by SAVIM EXPO SARL, TERRAVINI serves as a platform for authentic products and artisanal quality. It welcomes both private gourmets and trade visitors from the hospitality, fine food, and beverage industries. At its heart, the fair features premium wines, champagne, fine spirits, craft beers, regional produce, freshwater and seafood delicacies, exquisite chocolates, confectionery, and gourmet specialties. Many of these products are available for on-site tasting, both hot and cold. Exhibitors – including winemakers, distillers, chocolatiers, fishermen, bakers, and delicatessen producers – come primarily from France and offer genuine insights into their craft. TERRAVINI is far more than a sales exhibition. Tastings, product presentations, culinary competitions, and awards turn a visit into a memorable experience. The regional character is ever-present – Nice and Provence not only inspire the event but are also the source of many of the showcased specialties. The fair offers a feast for the senses while providing a well-organized venue for networking, inspiration, and the discovery of exceptional products. Located close to Nice Côte d’Azur Airport and well connected to public transport, the modern Palais Nikaia provides the perfect setting for this celebration of flavor, authenticity, and regional passion."
Fiera Nazionale del Tartufo Bianco Pregiato,25. October 2026,Italy,Sant'Agata Feltria,Strada Provinciale Santagatese,www.prolocosantagatafeltria.com,"The “Fiera Nazionale del Tartufo Bianco Pregiato” is a nationally significant culinary and cultural fair held annually since 1985 in the picturesque town of Sant’Agata Feltria, nestled in Italy’s Emilia-Romagna region. Every October, the Strada Provinciale Santagatese and the town’s historic center are transformed into a vibrant stage for flavors, traditions, and craftsmanship. Organized by the Comune di Sant’Agata Feltria, the fair is not merely a culinary event, but a deliberate tribute to the region’s cultural roots and natural richness. Amidst medieval architecture, gourmets, producers, chefs, farmers, travelers, and truffle enthusiasts gather for a celebration of all the senses. At the heart of the event is the prized white truffle – a delicacy foraged in the surrounding woodlands with the help of specially trained dogs. Available only seasonally, this aromatic tuber is much more than a regional specialty: it is a symbol of local identity and cultural heritage. Since 2021, the art of truffle hunting and harvesting has been recognized by UNESCO as intangible cultural heritage – a status brought to life at the fair through themed events, demonstrations, and informative exhibits. Yet, the Fiera Nazionale del Tartufo Bianco Pregiato goes far beyond showcasing truffles. It blends culinary excellence with traditional crafts, cultural exchange, and a diverse program of events. Visitors can expect a welcoming atmosphere shaped by regional cuisine, exhibitions, live music, guided tours, and hands-on workshops – all infused with the warm hospitality of the local community. A particular crowd favorite is the truffle dog competition, where humans and animals team up in a friendly contest to demonstrate their skills in finding the ""white gold"". Meanwhile, wine tours to local vineyards and inventive truffle-based dishes in the town’s restaurants offer indulgent experiences for food lovers. The fair attracts professionals from the culinary arts, agriculture, food production, hospitality, and retail sectors, as well as private visitors, travel groups, families, and gourmet travelers. Visiting the fair is not only a journey into the world of truffles but also an encounter with history and culture. Landmarks such as the Rocca Fregoso, the Angelo Mariani Theatre, ornate fountains, and historic monasteries create a striking backdrop with a unique atmosphere. The town is easily accessible by car or public transport and welcomes guests with autumnal colors, fragrant alleyways, and unmistakable charm. The Fiera Nazionale del Tartufo Bianco Pregiato is a celebration for all senses, a tribute to regional authenticity, and a shining example of how culinary excellence, sustainable values, and living traditions can come together in inspiring harmony."
Fiera Nazionale del Tartufo Bianco Pregiato,01. November 2026,Italy,Sant'Agata Feltria,Strada Provinciale Santagatese,www.prolocosantagatafeltria.com,"The “Fiera Nazionale del Tartufo Bianco Pregiato” is a nationally significant culinary and cultural fair held annually since 1985 in the picturesque town of Sant’Agata Feltria, nestled in Italy’s Emilia-Romagna region. Every October, the Strada Provinciale Santagatese and the town’s historic center are transformed into a vibrant stage for flavors, traditions, and craftsmanship. Organized by the Comune di Sant’Agata Feltria, the fair is not merely a culinary event, but a deliberate tribute to the region’s cultural roots and natural richness. Amidst medieval architecture, gourmets, producers, chefs, farmers, travelers, and truffle enthusiasts gather for a celebration of all the senses. At the heart of the event is the prized white truffle – a delicacy foraged in the surrounding woodlands with the help of specially trained dogs. Available only seasonally, this aromatic tuber is much more than a regional specialty: it is a symbol of local identity and cultural heritage. Since 2021, the art of truffle hunting and harvesting has been recognized by UNESCO as intangible cultural heritage – a status brought to life at the fair through themed events, demonstrations, and informative exhibits. Yet, the Fiera Nazionale del Tartufo Bianco Pregiato goes far beyond showcasing truffles. It blends culinary excellence with traditional crafts, cultural exchange, and a diverse program of events. Visitors can expect a welcoming atmosphere shaped by regional cuisine, exhibitions, live music, guided tours, and hands-on workshops – all infused with the warm hospitality of the local community. A particular crowd favorite is the truffle dog competition, where humans and animals team up in a friendly contest to demonstrate their skills in finding the ""white gold"". Meanwhile, wine tours to local vineyards and inventive truffle-based dishes in the town’s restaurants offer indulgent experiences for food lovers. The fair attracts professionals from the culinary arts, agriculture, food production, hospitality, and retail sectors, as well as private visitors, travel groups, families, and gourmet travelers. Visiting the fair is not only a journey into the world of truffles but also an encounter with history and culture. Landmarks such as the Rocca Fregoso, the Angelo Mariani Theatre, ornate fountains, and historic monasteries create a striking backdrop with a unique atmosphere. The town is easily accessible by car or public transport and welcomes guests with autumnal colors, fragrant alleyways, and unmistakable charm. The Fiera Nazionale del Tartufo Bianco Pregiato is a celebration for all senses, a tribute to regional authenticity, and a shining example of how culinary excellence, sustainable values, and living traditions can come together in inspiring harmony."
Food Experience Taiwan,02. - 03. November 2026,Taiwan,Taipei,POPOP,www.tastefrance-tw.com,"The 'Food Experience Taiwan' in Taipei is a trade fair dedicated to the allure and diversity of French gourmet products, wines, spirits, and kitchenware. Situated in the bustling heart of POPOP, it provides an impressive platform for exhibitors to showcase the crème de la crème of their products from France. The event is divided into two main sections: an exhibition hall where visitors can explore a multitude of stalls and discover the latest culinary creations from France, and an exclusive workshop area that invites in-depth culinary exchange. These workshops, led by renowned French gourmet experts, create an intimate setting for up to 50 participants. Here, they have the opportunity not only to learn about the unique features of French delicacies but also to witness firsthand how these products are demonstrated in culinary presentations and seminars. The fair's objective is to establish a connection between French culinary culture and the professionals of the food and beverage industry in Taiwan. Hence, representatives from cafes, hotels, restaurants, and even the agricultural and food industry are invited to participate. This annual gathering leads to the introduction of new French ingredients and products which are showcased not only to industry professionals but also to the general public in a specially organized press conference. It offers an excellent opportunity for Taiwanese media and influential personalities to get firsthand information about the latest trends from France. In summary, the 'Food Experience Taiwan' is not just a fair – it's a culinary voyage that brings the best of France directly to Taipei. An event that offers both exhibitors and visitors an unforgettable experience year after year."
Plaza Culinaria,06. - 08. November 2026,Germany,Freiburg im Breisgau,Messe Freiburg,www.plaza-culinaria.de,"The Plaza Culinaria in Freiburg im Breisgau, an annual pleasure fair held in November, is considered one of the most outstanding culinary events in Germany. Since its inception in 2004 by the Freiburg Wirtschaft Touristik und Messe GmbH & Co. KG, the fair has evolved into a true festival for all the senses, attracting both visitors and exhibitors who wish to celebrate the finer things in life. The fair is a haven for gourmets, offering a wide range of products and services. These include non-alcoholic beverages, organic delicacies, craft beers from local breweries, international delicacies and specialties, innovative gastronomy & catering services, as well as enticing offerings of coffee, tea, chocolate, pastries, and confectionery. For those interested in the culture of cooking, Plaza Culinaria showcases the latest trends in kitchen culture and related accessories. Additionally, areas such as culinary travel, themed literature, and home & living enhance the experience. Special attention is also given to sustainable living, with a variety of products for vegetarians and vegans. The ""Christmas Magic"" is another highlight of the fair, introducing a new themed area called ""Trends & Lifestyle,"" encompassing everything from decorations to seasonal delicacies. Not to be overlooked is the selection of wines, sparkling wines, and spirits, appreciated by connoisseurs and novices alike. The event takes place at Messe Freiburg, a venue known for its modern facilities and its ability to accommodate a wide array of events. This location does not only provide ample space for the numerous exhibitors and visitors but also offers a pleasant atmosphere that encourages lingering, discovering, and indulging. In addition to the extensive range of exhibitors, Plaza Culinaria ensures an exciting supporting program with culinary entertainment highlights. These include live cooking shows, tastings led by industry experts, and workshops that give visitors the opportunity to learn directly from professionals. Overall, Plaza Culinaria is an experience that invites you to explore and celebrate the world of culinary delights with all your senses. It represents a combination of quality, diversity, and entertainment, thereby solidifying its status as one of the unmissable events for culinary enthusiasts."
WEIN & more Neukeferloh,07. - 08. November 2026,Germany,Grasbrunn,Bürgerhaus Neukeferloh,www.wein-erlebnis-messe.de/weinmesse-neukeferloh,"Wein & More is much more than a traditional trade fair – it’s a delightful experience that takes place twice a year in the stylish setting of the Bürgerhaus Neukeferloh, located in the district of the same name within the municipality of Grassbrunn near Munich. As both a trade and public event, it caters equally to industry professionals – including sommeliers, restaurateurs, winemakers, and merchants – as well as to wine enthusiasts and food lovers from the region and beyond. Organized by Ingo Raibold, Wein & More serves as a platform for high-quality indulgence, personal exchange, and professional inspiration. Over the course of two days, the Bürgerhaus Neukeferloh transforms into a hub of culinary discovery: national and international exhibitors showcase their latest wine creations, premium spirits, fine cheeses and chocolates, gourmet foods, and other delicacies. At the heart of the event are quality, authenticity, and direct interaction between producers and visitors – a hallmark that gives the fair its unique character. The concept centers on creating a rich experience with added value. In addition to traditional tastings, visitors can enjoy a thoughtfully curated supporting program featuring workshops, seminars, expert talks, and culinary shows. Specialists from the wine and gourmet industries share up-to-date knowledge on topics such as wine storage, sensory analysis, and food pairing, offer insights into current trends, and are available for personal discussions. This combination of information, inspiration, and sensory enjoyment makes Wein & More a key event for anyone with a professional or personal interest in wine and fine food. Thanks to its biannual schedule, visitors have regular access to seasonal highlights and the latest innovations in the industry. The Bürgerhaus Neukeferloh provides the ideal setting for this – modern, spacious facilities with high-quality furnishings and a pleasant atmosphere that perfectly reflects the event’s emphasis on style and indulgence. Wein & More is not just a showcase for premium products – it’s a social event that brings together people who appreciate quality and taste, while offering direct connections to the creators behind the brands."
FoodExpo Kazakhstan,11. - 13. November 2026,Kazakhstan,Almaty,Atakent International Exhibition Centre,foodexpo.kz,"The FoodExpo Kazakhstan, formerly also known as Worldfood Kazakhstan, is a prominent trade fair in the Asian region, contributing since its inception in 1998 to the presentation of trends, products, and technologies in food production and marketing on an international platform. The expo, taking place annually at the Atakent International Exhibition Centre in Almaty, has established itself as an effective platform for introducing new products and networking with industry experts from the global food industry. The fair is organized by Iteca Almaty, an experienced organizer, which has shaped the FoodExpo into a crucial platform for companies from all over the world to present their products and services to a wide audience. With main themes extending across food and beverages, ingredients, food technology, baked goods, packaging, and agriculture, the expo offers a comprehensive range that spans from food to production and packaging equipment, through to agricultural topics and discussions. The AgriFood Forum is a special highlight of the FoodExpo, addressing issues such as animal husbandry, feed production, and efficient gardening. Here, professionals from various sectors have the opportunity to exchange ideas, expand networks, and discuss current challenges and innovations in the industry. In addition to the forum, the FoodExpo also hosts the competition and award ""The Best Product of FoodExpo Qazaqstan,"" which serves as a prestigious event within the fair and honors innovative products. Exhibitors from various industries such as food production, retail and wholesale, catering, and packaging present their products and services at the fair. Visitors, primarily from manufacturing, trade, catering, and distribution sectors, can discover a variety of products and technologies, which include food, beverages, equipment, additives, packaging, transport solutions, and numerous other subject areas. The fair not only strengthens the relationship between national and international players in the food industry but also offers an excellent opportunity to showcase the diversity and quality of the Kazakh food sector. Almaty, being one of the largest cities in Kazakhstan and a significant economic center, provides an optimally accessible location for national and international guests with the Atakent International Exhibition Centre. This exhibition center is not only a hub for international business activities but also symbolizes Kazakhstan's openness towards global markets and trends. It is easily accessible by both public transport and car and offers comprehensive facilities and services for exhibitors and visitors alike. Thus, the FoodExpo Kazakhstan forms a comprehensive, culturally, and economically significant event, promoting the exchange and presentation of innovations in the food industry and acting as a bridge between local and international market participants."
MIF Expo,12. - 15. November 2026,France,Paris,Paris Expo Porte de Versailles,www.mifexpo.fr,"The MIF Expo in Paris, established in 2012, is regarded as the premier showcase for French products and services that represent the exclusive French lifestyle. Behind the acronym MIF lies the term ""Made in France"". This designation reflects both the main philosophy and the core focus of the fair. It opens its doors annually at the prestigious Paris Expo Porte de Versailles and attracts both visitors and exhibitors from all over France and beyond. The firm ADEL SAS – Salon MIF Expo, which specializes in presenting high-quality, innovative, and quintessentially French products and services, is responsible for its organization and execution. At the heart of the MIF Expo is the introduction of the diversity and excellence of products and services that proudly bear the ""Made in France"" label. The range on offer spans from fashion and accessories to gastronomy and household appliances. Visitors have the opportunity to discover a wide array of items, including fragrances, jewelry, clothing, bicycles, leather goods, underwear, sportswear, sunglasses, as well as various beverages and confections. The fair plays a significant role for both Paris and France as a whole. It reinforces the national awareness of quality, craftsmanship, and innovation and encourages the purchase of domestically-produced goods. A special highlight of the event is the awarding of the ""Made in France Grands Prix"", which honors outstanding French products and services. The program is complemented by engaging conferences featuring experts discussing topics such as the reparability of items and the importance of craftsmanship. A notable attraction is the ""Usine Éphémère"", where visitors can closely witness the manufacturing process of everyday objects. Additionally, the fair is enhanced by various entertainment activities, like blind tastings, product presentations, games, and more. The primary audience of the MIF Expo consists of professionals from the fashion, gastronomy, and household sectors. However, end consumers, who have a penchant for the French lifestyle and quality products, are also present in large numbers. Finally, the venue, the Paris Expo Porte de Versailles, stands out as one of the largest exhibition centers in Europe. It is easily accessible by both public transportation and car. Paris, the vibrant heart of France, enriches the fair visit with its rich culture, history, and attractions, making the event an unforgettable experience."
SAVIM,20. - 23. November 2026,France,Marseille,Parc Chanot,www.salons-savim.fr,"Since its founding in 1989, SAVIM – short for Salon des Vins et de la Gastronomie Méditerranéenne – has established itself as one of the most important fine food and gourmet fairs in southern France. Held twice a year, the event transforms the Parc Chanot exhibition center in Marseille into a culinary meeting point for food lovers, professionals, and producers. Organized by SAVIM EXPO SARL, the fair offers a distinctive setting for exchange and discovery, shaped by a strong focus on quality, authenticity, and regional diversity. SAVIM is more than a traditional consumer fair – it is an immersive journey through the culinary landscapes of France. Only carefully selected winegrowers from prestigious regions such as Bordeaux, Bourgogne, Champagne, and Provence are featured. Their offerings are complemented by premium spirits, craft beers, and refined non-alcoholic beverages. The spotlight is consistently on terroir and artisanal production, which give each product its unique character. The fine food selection is equally impressive in both variety and quality. From aged cheeses, air-dried charcuterie, and aromatic truffles to cold-pressed oils, exquisite spices, and handcrafted chocolates and confections – the fair offers a sensory experience that delights on every level. Organic and biodynamic products also play a central role: with over 100 certified exhibitors, SAVIM is recognized as the largest organic fair in southern France, demonstrating a strong commitment to sustainability. Many of the producers also carry the HVE (Haute Valeur Environnementale) environmental certification. Special tasting areas, each curated around a specific theme – such as oysters, Corsican meats, or regional cheeses – invite visitors to explore the richness of French culinary culture. This experience is further enriched by daily wine seminars led by Maîtres-Sommeliers, who share expert knowledge, practical advice, and personal stories in an intimate setting. SAVIM attracts a diverse audience. Industry professionals – including delicatessen retailers, restaurateurs, hoteliers, sommeliers, and wine critics – value the fair as a key networking event. At the same time, private visitors are given a unique opportunity to experience authentic French gastronomy in all its variety. The event also highlights Marseille’s role as a cultural hub of southern France, with direct access to some of the country’s finest regional products. A standout feature of the fair is its vibrant and inviting atmosphere. Spacious seating areas and dedicated dining zones recreate the ambiance of a traditional marketplace, encouraging guests to linger, explore, and enjoy. Thanks to its central location and excellent public transport connections, the fair is easily accessible by both car and public transit – the perfect setting to immerse oneself in the world of fine food and be inspired by the French art de vivre ."
FOOD & LIFE,25. - 29. November 2026,Germany,Munich,Messe München,www.food-life.de,"The FOOD & LIFE event in Munich is a prestigious consumer and sales fair dedicated entirely to the themes of food, drink, and enjoyment. Established in 2004, the fair has been organized by GHM Gesellschaft für Handwerksmessen mbH and, since the spring of 2023, takes place twice a year. It has established itself as Germany's largest meeting point for culinary excellence, attracting visitors interested in high-quality, artisanal delicacies. The fair offers an impressive variety of products and services. Ranging from small manufacturers with regional specialties to producers of sustainable organic products, the selection is diverse. It includes spreads, baked and confectionery goods, fine and health foods, fish, meat and sausages, beverages and spirits, spices, herbs, vinegar, oil, coffee, tea, dairy products, eggs, fruits, and vegetables. This culinary abundance makes the fair a paradise for gourmets and lovers of good taste. A distinctive feature of FOOD & LIFE is the presentation by passionate distillers, brewers, coffee roasters, chocolatiers, and butchers, who showcase their products and their production processes. Celebrity chefs demonstrate their skills on live stages, making the fair an interactive and educational experience. The venue, Messe München, provides an ideal platform for this event. With its modern infrastructure and accessibility, it is a suitable setting for showcasing the diverse culinary world."
WorldFood,15. - 18. December 2026,Turkey,Istanbul,Istanbul Fair Center,worldfood-istanbul.com,"WorldFood Istanbul is much more than a traditional food trade fair. It is regarded as a central, annual platform for the international food industry, dedicated to innovation, sustainability, and global exchange. The name ""WorldFood"" underscores the event's global scope: In Istanbul, producers, decision-makers, retailers, marketing experts, and technology providers from every continent come together to explore current developments, innovative products, and the latest technologies in food and beverages. The event is held at the renowned Tüyap Fair Convention & Congress Center, which offers an ideal setting for the trade fair thanks to its modern infrastructure and convenient location. The event is organized by ICA Events. Over the course of four days, WorldFood Istanbul addresses key industry topics. The opening day focuses on market potential, export opportunities, economic forecasts, and trends. The second day highlights climate protection, sustainability, and innovative production methods. This is followed by new quality standards, clean label concepts, and functional foods that promote healthy nutrition. The final day covers artificial intelligence, experience design, and the digital transformation of the sector. A special feature is the ""Food Tech Garage"", which brings together start-ups and established companies to jointly develop solutions for greater efficiency, sustainability, and climate protection. The trade fair not only presents foods from a wide range of segments—from raw materials to finished products for retail—but also showcases advanced technologies, packaging solutions, and services along the entire value chain. Exhibitors represent all areas of the food industry, including producers, suppliers, machine manufacturers, and distributors. The professional audience primarily consists of decision-makers, buyers, manufacturers, retailers, and marketing professionals. As a bridge between Europe and Asia, Istanbul offers ideal conditions for WorldFood Istanbul. The fair reinforces the city’s role as a global hub for the food trade and opens doors to the dynamic Turkish market as well as new international sales opportunities. The Tüyap Fair Center is easily accessible by public transportation and car, offers ample parking, and impresses with its modern facilities. Each year, WorldFood Istanbul becomes the central meeting point for everyone who wants to actively shape the future of the food industry."
GenussGipfel,10. - 11. January 2027,Germany,Hamburg,Messe Hamburg,nordstil.messefrankfurt.com/hamburg/de/profil/genuss-gipfel.html,"The GenussGipfel is an annual trade fair dedicated to fine foods, delicacies and premium gourmet products. It is held at Hamburg Messe alongside Nordstil. As an established networking platform for Germany's fine food industry, the GenussGipfel brings together manufacturers, importers, artisan producers and brands with buyers, specialist retailers and hospitality professionals. The trade fair is organised by Messe Frankfurt GmbH, which also stages Nordstil, one of Germany's leading regional consumer goods trade fairs. The GenussGipfel complements Nordstil's ""Kitchen & Enjoyment"" exhibition segment with a carefully curated selection of premium fine food and gourmet products, creating valuable synergies between retail, concept stores, specialist wine merchants, the hospitality sector and the food trade. Held annually, the event has established itself as a key industry meeting place where retailers can discover new products at an early stage, expand their product ranges and build valuable business relationships. The exhibition showcases fine foods and delicacies from Germany and around the world. The product range includes antipasti, speciality cheeses and cured meats, fish products, truffles, premium spreads, preserves, honey and a wide variety of other gourmet specialities. The offering is complemented by fine wines, spirits, craft gin, grappa, sake and other premium beverages. Exhibitors also present artisan chocolates, pralines and confectionery, together with premium spices, olive oils, vinegars, barbecue products and other ingredients for high-end cuisine. International culinary showcases are a particular highlight, featuring specialities from countries including Italy, France, Portugal, Greece, the Nordic countries and Japan. Innovative artisan producers and start-ups also use the event to introduce new gourmet products, sustainable concepts and emerging food trends to a professional trade audience. The GenussGipfel plays an important role in the German-speaking fine food market by providing manufacturers and producers with direct access to decision-makers from the retail and hospitality sectors. Exhibitors include fine food producers, delicatessen manufacturers, wine and spirits producers, importers, food brands, as well as manufacturers of spices, oils and gourmet products. Trade visitors are drawn primarily from specialist fine food retailers, the grocery retail sector, specialist wine merchants, hospitality, hotels, food wholesalers, concept stores and independently owned supermarkets. Many buyers attend specifically to discover new products, establish relationships with suppliers and place orders for the forthcoming season. Among the event's highlights are exclusive tastings, product presentations by leading manufacturers and a wide range of networking events designed to encourage direct interaction between producers and buyers. The fair also presents the ""Product of the Year"" award, voted for by trade visitors, and the ""Delicacy of the Year"" award, presented by the members of Corpus Culinario e. V. Both awards generate significant media exposure for the winning products and are widely recognised within the fine food industry as marks of quality. Hamburg is one of Germany's leading centres for trade and gastronomy, and its international outlook provides the ideal setting for a trade fair with both national and international participation. The event takes place at the modern Hamburg Messe exhibition centre in the heart of the city. Its central location, excellent public transport links, multiple U-Bahn and S-Bahn stations, and convenient access from Hamburg Central Station and Hamburg Airport provide outstanding conditions for exhibitors and trade visitors from Germany and abroad."
Winter FancyFaire,17. - 19. January 2027,USA,San Francisco,Moscone Convention Center,www.specialtyfood.com/fancy-food-shows/winter-fancyfaire,"The Winter FancyFaire is more than a traditional trade show. It serves as a vibrant meeting point for the North American specialty food scene, bringing together thought leaders, producers, retailers, and trendsetters from across the industry. Organized by the renowned Specialty Food Association, Inc. (SFA), the event takes place annually in winter, rotating between various cities across the United States. At its core, the Winter FancyFaire showcases the defining developments shaping the future of specialty foods – from sustainable product concepts and innovative preparation methods to strategic brand building. Curated selections highlight products across fine foods, beverages, functional nutrition, plant-based innovations, clean-label solutions, and other culinary trends. Innovation, taste, and craftsmanship are seamlessly interwoven throughout the exhibition. Signature formats such as the First Taste Table offer buyers focused tasting experiences, while the interactive Discovery Kitchen features top chefs from the U.S. West Coast demonstrating real-world applications of new products. Positioned as a discovery platform for industry professionals, the Winter FancyFaire offers targeted opportunities to explore emerging brands in the Debut District , engage with category-specific themes in dedicated pavilions, or experience exceptional packaging design in the curated Spotlight Shoppe . The event is tailored to a specialized audience: retail buyers, culinary professionals, distributors, foodservice experts, trend scouts, and media representatives – all looking for the next big ideas in the specialty food market. A highlight of the event is the presentation of the prestigious sofi Awards, honoring outstanding product quality and innovation. In addition to Gold Awards and the coveted Product of the Year title, the recently introduced Timeless Taste Award celebrates products with lasting appeal and flavor excellence. These accolades are considered a benchmark in the U.S. specialty food industry and provide recipients with significant market visibility. As part of the year-round FancyFaire series – which also includes a summer edition – the Winter FancyFaire has become a key fixture in the industry calendar. It is more than a showcase of products; it is a catalyst for ideas and innovation that drive the entire world of gourmet and specialty foods forward – year after year."
Expo Café & Gourmet,03. - 05. March 2027,Mexico,Guadalajara,Guadalajara Exhibition Center,www.cafeygourmet.com,"Expo Café & Gourmet is Mexico’s leading trade fair dedicated to coffee and premium gourmet products. It stands for quality, professionalism, and refined indulgence in an exclusive setting. Each year, the Guadalajara Exhibition Center becomes the central meeting point for coffee experts, gourmet producers, industry professionals, restaurateurs, and discerning food enthusiasts. The event is organized by Tradex Exposiciones, a seasoned organizer renowned for its successful trade fairs in the food and hospitality sectors. What sets the fair apart is its unique combination of two worlds of taste: the aromatic depth of coffee and the sophistication of selected gourmet delicacies. It serves not only as a platform for professional exchange but also as a catalyst for trends and innovations in coffee preparation, artisanal food production, and gastronomy equipment. At the heart of the exhibition are products and services from key areas of the industry – from specialized roasters and professional coffee machines to precision grinders, barista tools, and high-quality foods such as cheese, bread, cured meats, jams, wines, and spirits. Exclusive culinary publications also feature prominently. A special highlight is the strong presence of Mexican coffee culture: numerous producers from across the country offer insights into their craft and demonstrate the outstanding quality of their work – a living testament to Mexico’s rich coffee tradition. The vibrant atmosphere of the event is shaped by the diversity of its exhibitors and attendees. Represented are companies from the coffee industry, gastronomy, hospitality, food retail, machinery, and interior design. The professional audience includes café owners, restaurateurs, buyers, distributors, and sommeliers. The Guadalajara Exhibition Center is one of the most modern trade fair venues in Mexico. Conveniently located within the city, it is easily accessible by car and public transport, offers ample parking, and provides excellent infrastructure for both national and international visitors. Whether you're looking to forge new business connections, launch products, or explore the region’s finest flavors – Expo Café & Gourmet brings together everything related to coffee and gastronomy at the highest level."
Salon des Vins des Vignerons Indépendants,05. - 07. March 2027,France,Chassieu,Eurexpo Lyon,www.vigneron-independant.com,"The Salon des Vins des Vignerons Indépendants is a unique trade and consumer wine fair, catering to wine enthusiasts, industry professionals, and connoisseurs alike. Since its inception, it has stood for authenticity, quality, and direct engagement with the winemakers themselves. Held annually at the Eurexpo Lyon exhibition centre in Chassieu, a suburb of Lyon, the event is part of a nationwide series of fairs also hosted in cities such as Paris, Strasbourg, Lille and Bordeaux. What sets the Salon apart is its refreshingly different approach: no middlemen, no flashy stage shows – just meaningful encounters with the independent winemakers who present their wines in person, share their philosophy, and bring their terroirs to life. Every stand is identically designed to ensure a level playing field for all exhibitors. Established names and rising stars stand side by side, creating an ideal environment for discovery, new taste experiences, and genuine conversations at eye level. At the heart of the event is the extraordinary diversity of the French wine landscape. Visitors can sample fine wines from regions including Alsace, Bordeaux, Burgundy, Beaujolais, Languedoc-Roussillon, Provence and Corsica, the Loire Valley, the South-West, and the Rhône Valley – all with a tasting glass handed to them upon entry. Here, wine is not just tasted – it’s experienced: sensuous, immediate, and deeply personal. The fair is complemented by a wide selection of regional delicacies – from cheeses, foie gras and oysters to traditionally crafted charcuterie. Guided tastings led by industry experts offer insights into grape varieties, flavour profiles, and the principles of responsible wine consumption. Most exhibitors are independent winemakers who handle their own production and sales. Visitors come from across France and abroad – including wine merchants, restaurateurs, sommeliers, and many private enthusiasts seeking out new favourites or purchasing directly from producers. As part of a national series, the Salon des Vins des Vignerons Indépendants brings regional wine culture to a wider stage. Lyon – regarded as the gateway to the wines of the Rhône Valley – provides the perfect setting, with the Eurexpo Lyon in Chassieu offering a modern, easily accessible venue. Whether arriving by car, shuttle, or public transport, guests are guaranteed a relaxed, enjoyable experience centred around discovery, flavour and connection."
World Hotel,09. - 11. March 2027,Poland,Nadarzyn,PTAK Warsaw Expo,worldhotel.pl,"World Hotel is an international trade fair for the hotel and hospitality industry, held annually at the PTAK Warsaw Expo in Nadarzyn. Since its inception in 2008, it has grown into a key platform for professionals from the hotel, gastronomy, and tourism sectors. The name ""WorldHotel"" symbolizes the global exchange of innovative solutions and services that drive the industry forward. Organized by the renowned Ptak Warsaw Expo Sp. z o. o., the trade fair offers a comprehensive showcase of the latest trends and technologies in the industry. The key focus areas include hotel furnishings, catering supplies, building technology, digitalization, and sustainability. Exhibitors present a diverse range of products, from hotel furniture, textiles, and decorative items to telecommunications and IT solutions for hotel management, as well as cleaning products, air conditioning systems, security solutions, and building automation. Innovations in leisure and wellness infrastructure also play a central role. WorldHotel attracts an international audience, including hotel operators, restaurateurs, interior designers, suppliers, and decision-makers in facility management. Beyond being a marketplace for innovative products, the event serves as a networking hub where industry experts exchange insights and establish valuable business connections. A highlight of the trade fair is the ""Hotel Innovation Forum"", which features inspiring lectures, workshops, and discussions on current trends and challenges. Industry experts provide valuable insights into future technologies, sustainable concepts, and economic developments shaping the hotel industry in the long term. Additionally, the event offers numerous networking opportunities, fostering direct interaction between businesses and professionals. As an integral part of Poland's trade fair calendar, WorldHotel strengthens the country's position as a key hub for the hotel and hospitality sector in Central and Eastern Europe. Conveniently located near Warsaw, the PTAK Warsaw Expo—the largest trade and congress center in the region—is easily accessible. Its state-of-the-art infrastructure makes the event an attractive meeting point for national and international companies working together to shape the future of the hospitality industry."
